nflId,height,weight,birthDate,collegeName,position,displayName
2557840,72,202,1995-05-24,Colorado,CB,Chidobe Awuzie
2560908,76,256,1996-02-08,Boise State,LB,Leighton Vander Esch
2495455,77,245,1989-05-11,Auburn,QB,Cam Newton
2495459,6-0,205,01/26/1989,Maryland,WR,Torrey Smith
2532978,70,191,1989-11-25,Arkansas,WR,Jarius Wright
2552458,76,225,1994-05-21,Michigan,WR,Devin Funchess
2557997,71,205,1996-06-07,Stanford,RB,Christian McCaffrey
2560894,75,260,1996-06-06,Indiana,TE,Ian Thomas
2535698,68,174,1989-04-26,Southern Methodist,WR,Cole Beasley
2550353,75,195,1991-11-12,Miami,WR,Allen Hurns
2560735,73,200,1996-03-04,Colorado State,WR,Michael Gallup
2559193,77,260,1994-07-16,Oklahoma State,TE,Blake Jarwin
2552686,72,243,1993-05-28,Minnesota,OLB,Damien Wilson
2555310,74,245,1995-06-14,Notre Dame,MLB,Jaylon Smith
2552622,78,255,1992-04-10,Canisius,TE,Chris Manhertz
2558833,74,255,1994-05-17,West Georgia,RB,Alex Armah
2560813,71,215,1997-04-14,Maryland,WR,D.J. Moore
2550262,73,232,1991-05-06,South Carolina State,ILB,Joe Thomas
2539205,6-2,210,09/18/1989,Baylor,WR,Terrance Williams
2553441,74,240,1993-08-08,Texas State,MLB,David Mayo
2495700,77,255,1985-03-11,Miami,TE,Greg Olsen
2553815,72,222,1993-07-05,Akron,OLB,Justin March
2540269,5-8,225,02/10/1991,California,RB,C.J. Anderson
2499257,72,205,1987-10-27,Texas Christian,FS,Colin Jones
2560866,77,242,1996-07-11,Stanford,TE,Dalton Schultz
2536044,73,242,1989-04-17,North Texas,FB,Jamize Olawale
2495108,72,204,1989-06-06,Nebraska,CB,Prince Amukamara
2532961,72,239,1990-03-24,Kentucky,ILB,Danny Trevathan
2543681,71,194,1992-02-16,Virginia Tech,CB,Kyle Fuller
2552385,72,214,1993-04-29,Penn State,FS,Adrian Amos
2553500,69,188,1991-10-23,Rice,CB,Bryce Callahan
2555288,74,242,1993-05-26,West Virginia,ILB,Nick Kwiatkoski
2558176,72,202,1993-12-10,Alabama,FS,Eddie Jackson
2495187,75,250,1988-01-30,Wisconsin,TE,Lance Kendricks
2495448,70,192,1990-08-22,Kentucky,WR,Randall Cobb
2506363,74,225,1983-12-02,California,QB,Aaron Rodgers
2543495,73,215,1992-12-24,Fresno State,WR,Davante Adams
2552429,72,216,1993-01-22,Stanford,RB,Ty Montgomery
2556460,75,202,1994-01-18,Illinois,WR,Geronimo Allison
497236,79,265,1986-11-24,Miami,TE,Jimmy Graham
2560907,76,207,1994-10-10,South Florida,WR,Marquez Valdes-Scantling
2555285,77,240,1992-09-08,Georgia,OLB,Leonard Floyd
2558204,72,213,1995-04-03,Brigham Young,RB,Jamaal Williams
2540200,6-4,268,02/18/1991,Michigan State,TE,Dion Sims
2543509,74,220,1993-08-24,Penn State,WR,Allen Robinson
2550284,74,238,1991-10-29,Florida,TE,Trey Burton
2550617,67,168,1991-02-17,Abilene Christian,WR,Taylor Gabriel
2555418,72,224,1994-11-02,Indiana,RB,Jordan Howard
2558008,74,215,1994-08-20,North Carolina,QB,Mitchell Trubisky
80431,75,255,1986-05-14,Southern California,OLB,Clay Matthews
2506789,71,191,1983-03-16,Louisiana Tech,CB,Tramon Williams
2543470,73,211,1992-12-21,Alabama,FS,Ha Ha Clinton-Dix
2552697,5-11,195,03/12/1993,Auburn,FS,Jermaine Whitehead
2555161,74,237,1994-01-09,Stanford,ILB,Blake Martinez
2556480,71,200,1994-08-11,Louisiana Tech,SS,Kentrell Brice
2556537,76,260,1993-04-01,Arizona,LB,Reggie Gilbert
2557996,75,200,1995-05-05,Washington,CB,Kevin King
2560755,72,196,1996-04-03,Iowa,CB,Josh Jackson
2560810,71,199,1994-10-09,Memphis,WR,Anthony Miller
2533048,6-3,265,04/12/1990,USC,OLB,Nick Perry
2560952,70,196,1997-02-09,Louisville,CB,Jaire Alexander
2558250,66,191,1995-07-26,North Carolina A&T,RB,Tarik Cohen
2557983,76,235,1996-01-03,Notre Dame,QB,DeShone Kizer
2560877,72,230,1997-04-08,Georgia,LB,Roquan Smith
494289,71,203,1987-12-19,Northwestern,CB,Sherrick McManis
2556478,75,247,1994-02-07,Harvard,TE,Ben Braunecker
2555160,6-1,241,12/06/1994,Florida,ILB,Antonio Morrison
2553432,75,216,1992-06-25,West Virginia,WR,Kevin White
2552636,72,240,1992-02-01,Rutgers,FB,Michael Burton
2555340,77,245,1991-11-25,Utah State,OLB,Kyler Fackrell
2552489,75,318,1994-01-06,Florida State,NT,Eddie Goldman
2495101,75,259,1988-09-06,Texas,OLB,Sam Acho
2541202,6-2,197,02/01/1990,Rutgers,CB,Marcus Cooper
2495888,78,267,1984-05-19,UCLA,TE,Marcedes Lewis
2495343,69,185,1989-04-26,Chattanooga,CB,Buster Skrine
2532877,74,213,1990-01-01,Montana,CB,Trumaine Johnson
2533059,71,192,1990-02-07,Louisiana State,CB,Morris Claiborne
2543597,73,246,1992-03-09,Kentucky,ILB,Avery Williamson
2555256,75,259,1994-07-01,Georgia,OLB,Jordan Jenkins
2555322,73,232,1994-10-18,Ohio State,ILB,Darron Lee
2556617,72,210,1993-09-25,Appalachian State,S,Doug Middleton
2557979,73,213,1995-10-17,Louisiana State,SS,Jamal Adams
79860,75,220,1988-02-07,Georgia,QB,Matthew Stafford
497326,71,197,1988-08-02,Notre Dame,WR,Golden Tate
2532884,74,198,1990-03-12,California,WR,Marvin Jones
2558049,77,265,1994-05-07,Toledo,TE,Michael Roberts
2558052,76,213,1993-11-03,Northern Illinois,WR,Kenny Golladay
2560765,71,212,1997-06-30,Auburn,RB,Kerryon Johnson
2540020,69,201,1991-05-04,Notre Dame,RB,Theo Riddick
2541199,77,254,1990-01-15,Rice,TE,Luke Willson
2540203,80,268,1991-07-30,Stanford,TE,Levine Toilolo
2561366,75,235,1996-09-19,Washington State,LB,Frankie Luvu
2543836,6-0,190,07/19/1992,Notre Dame,WR,T.J. Jones
2553353,72,182,1990-11-26,Marshall,CB,Darryl Roberts
2556453,6-3,250,11/23/1992,Monmouth (N.J.),TE,Hakeem Valles
2540219,72,212,1991-02-14,Georgia Southern,FS,J.J. Wilcox
2552486,77,302,1994-06-20,Southern California,DE,Leonard Williams
2543828,74,225,1992-05-31,Nebraska,WR,Quincy Enunwa
2550189,71,225,1993-01-08,Alabama State,RB,Isaiah Crowell
2553451,6-4,257,01/14/1992,"Monmouth, N.J.",TE,Neal Sterling
2553744,78,263,1992-04-22,Texas-El Paso,TE,Eric Tomlinson
2556462,75,190,1993-05-09,Temple,WR,Robby Anderson
2561036,75,225,1997-06-05,Southern California,QB,Sam Darnold
71441,6-0,207,01/15/1986,New Mexico,FS,Glover Quin
2534830,72,208,1990-03-19,Illinois,SS,Tavon Wilson
2540288,72,190,1991-01-01,Mississippi State,CB,Darius Slay
2543869,75,256,1991-06-24,Southern California,OLB,Devon Kennard
2543872,69,190,1991-04-23,Utah State,CB,Nevin Lawson
2550572,75,250,1991-02-18,Florida State,ILB,Christian Jones
2552262,69,197,1993-01-22,Texas,SS,Quandre Diggs
2557924,72,233,1995-01-31,Tennessee,OLB,Jalen Reeves-Maybin
2531332,6-4,228,06/20/1989,Ohio State,WR,Terrelle Pryor
2558821,70,190,1995-04-03,San Diego,CB,Jamal Agnew
2557855,73,245,1994-11-16,Florida,MLB,Jarrad Davis
2560738,76,252,1996-02-23,Miami,TE,Chris Herndon
2552494,6-3,243,01/20/1994,Virginia,DE,Eli Harold
497149,6-0,247,12/05/1986,Oregon,RB,LeGarrette Blount
2495328,70,204,1988-10-27,Louisville,RB,Bilal Powell
2560822,70,180,1994-10-11,Tulane,CB,Parry Nickerson
2495262,73,250,1989-05-12,Central Michigan,FB,Nick Bellore
2553657,74,234,1993-04-06,Marshall,OLB,Neville Hewitt
2506562,6-4,225,05/17/1982,USC,QB,Matt Cassel
2549896,6-2,250,02/16/1992,Arizona,OLB,Marquis Flowers
2553725,5-10,205,12/14/1992,Texas Tech,WR,Bradley Marquez
497320,71,195,1988-01-09,Citadel,WR,Andre Roberts
2555477,6-2,209,10/16/1992,Clemson,WR,Charone Peake
2557885,77,258,1995-01-31,Clemson,TE,Jordan Leggett
2561137,71,185,1994-07-23,Virginia State,RB,Trenton Cannon
2557955,72,191,12/31/1995,Florida,CB,Teez Tabor
1302,73,209,1986-02-13,Kansas,CB,Aqib Talib
2540197,68,178,1992-01-17,Southern California,CB,Nickell Robey-Coleman
2543492,68,185,1990-11-27,Florida State,FS,Lamarcus Joyner
2552488,72,197,1993-01-09,Washington,CB,Marcus Peters
2556277,71,207,1994-10-27,Midwestern State,SS,Marqui Christian
2556593,75,228,1993-11-18,Washington,ILB,Cory Littleton
2558183,72,209,1995-12-19,Boston College,SS,John Johnson
2558830,75,245,1995-05-09,Eastern Washington,OLB,Samson Ebukam
1032,6-3,217,05/31/1985,Kansas State,WR,Jordy Nelson
71265,77,254,1987-04-07,South Carolina,TE,Jared Cook
2495663,71,215,1986-04-22,California,RB,Marshawn Lynch
2543499,75,210,1991-03-28,Fresno State,QB,Derek Carr
2550597,74,195,1991-02-22,West Alabama,WR,Seth Roberts
2552487,73,211,1994-06-17,Alabama,WR,Amari Cooper
2540169,72,193,1992-04-10,Southern California,WR,Robert Woods
2543498,70,183,1993-09-25,Oregon State,WR,Brandin Cooks
2552475,73,224,1994-08-03,Georgia,RB,Todd Gurley
2555334,76,223,1994-10-14,California,QB,Jared Goff
2555364,78,257,1993-01-01,Western Kentucky,TE,Tyler Higbee
2557898,74,208,1993-06-15,Eastern Washington,WR,Cooper Kupp
2495153,5-10,200,12/08/1988,Clemson,FS,Marcus Gilchrist
2495617,5-11,195,12/09/1984,Michigan,CB,Leon Hall
2506353,6-3,245,11/22/1982,Texas,ILB,Derrick Johnson
2507167,5-11,210,09/21/1983,Florida,FS,Reggie Nelson
2532986,73,241,1990-04-02,Temple,OLB,Tahir Whitehead
2541200,74,194,1989-10-02,Northern Illinois,CB,Rashaan Melvin
2558062,72,190,1995-06-29,Ohio State,CB,Gareon Conley
2543487,6-2,263,04/28/1992,Florida,OLB,Dominique Easley
2552320,6-2,237,08/19/1992,Georgia,ILB,Ramik Wilson
2534241,75,240,1990-07-25,Beloit,TE,Derek Carrier
2556885,68,207,1993-10-15,Southern Mississippi,RB,Jalen Richard
2553722,6-3,265,09/21/1991,Northwest Missouri State,OLB,Matt Longacre
2532899,5-9,210,01/13/1989,Boise State,RB,Doug Martin
306,74,205,1986-04-07,Tennessee State,CB,Dominique Rodgers-Cromartie
2557889,75,240,1994-06-25,South Alabama,TE,Gerald Everett
2558194,75,196,1995-02-16,Texas A&M,WR,Josh Reynolds
2557972,75,235,1995-10-21,Wake Forest,MLB,Marquel Lee
2552382,71,222,1993-05-15,Texas,RB,Malcolm Brown
2555294,76,260,1992-03-20,Michigan State,LB,Shilique Calhoun
2558875,76,232,1994-11-23,Oregon,TE,Johnny Mundt
2536032,6-4,245,06/08/1989,Kansas State,OLB,Emmanuel Lamur
2555342,70,200,1993-09-08,West Virginia,SS,Karl Joseph
2550400,72,240,1992-04-08,San Jose State,FB,Keith Smith
2556817,70,185,1993-05-03,North Carolina A&T,CB,Tony McRae
2560745,77,265,1995-06-29,Ohio State,DE,Sam Hubbard
2552392,71,210,1993-01-21,Stanford,SS,Jordan Richards
2559924,69,195,1995-09-11,Southern Mississippi,RB,Ito Smith
2561009,74,235,1993-12-16,Mississippi,DE,Marquis Haynes
2560775,73,200,1995-01-23,Tennessee,DB,Rashaan Gaulden
2539219,73,190,1989-12-05,Connecticut,CB,Blidi Wreh-Wilson
2558171,70,185,1994-10-09,Miami,CB,Corn Elder
2534741,5-10,205,02/12/1989,West Virginia,FS,Keith Tandy
2495288,77,255,1988-08-03,Nevada,TE,Virgil Green
2506121,77,228,1981-12-08,North Carolina State,QB,Philip Rivers
2552469,73,215,1993-04-13,Wisconsin,RB,Melvin Gordon
2555220,74,234,1992-11-07,Wisconsin,FB,Derek Watt
2558846,76,218,1994-10-04,Clemson,WR,Mike Williams
2559161,77,255,1993-06-11,Missouri,TE,Sean Culkin
79901,5-11,207,05/27/1988,Illinois,CB,Vontae Davis
2505299,6-4,255,06/18/1980,Kent State,TE,Antonio Gates
2540154,74,211,1992-04-27,California,WR,Keenan Allen
2553913,76,205,1992-02-12,Western Oregon,WR,Tyrell Williams
2532861,71,192,1989-09-09,Vanderbilt,CB,Casey Hayward
2541958,70,195,1990-01-24,Central Michigan,SS,Jahleel Addae
2552310,71,240,1992-12-05,Miami,ILB,Denzel Perryman
2556828,71,191,1993-09-15,Penn State,CB,Trevor Williams
2557927,70,201,1994-12-14,Iowa,CB,Desmond King
2560760,74,215,1996-08-03,Florida State,SS,Derwin James
2560928,74,216,1996-03-24,West Virginia,LB,Kyzir White
2559169,70,200,1995-05-17,"Western State, Colo.",RB,Austin Ekeler
2550842,71,210,1992-03-28,Texas,SS,Adrian Phillips
2556148,71,221,1994-02-18,Akron,OLB,Jatavis Brown
2560826,74,251,1996-12-28,Southern California,LB,Uchenna Nwosu
2558182,74,220,1994-01-25,Miami,SS,Rayshawn Jenkins
2552296,75,250,1991-08-16,North Dakota State,OLB,Kyle Emanuel
2530763,73,234,1989-04-30,South Carolina,FB,Patrick DiMarco
2507644,5-11,232,08/10/1987,North Dakota State,OLB,Ramon Humber
2556652,71,195,1992-09-24,Pittsburgh,CB,Lafayette Pitts
2552654,75,211,1992-01-10,Connecticut,WR,Geremy Davis
2561358,5-10,174,12/06/1992,West Georgia,WR,J.J. Jones
2561382,5-10,210,03/06/1994,Western Carolina,RB,Detrez Newsome
2560818,72,205,1994-08-04,Jacksonville State,DB,Siran Neal
2495438,78,265,1989-11-09,Notre Dame,TE,Kyle Rudolph
2532820,75,202,1988-08-19,Michigan State,QB,Kirk Cousins
2541161,75,230,1990-01-18,Central Florida,RB,Latavius Murray
2541785,74,200,1990-08-22,Minn. State-Mankato,WR,Adam Thielen
2555306,76,265,1993-05-19,Texas-San Antonio,TE,David Morgan
2561027,75,254,1995-07-30,Central Michigan,TE,Tyler Conklin
2552608,72,191,1993-11-29,Maryland,WR,Stefon Diggs
2555214,74,215,1995-06-14,Mississippi,WR,Laquon Treadwell
2534567,6-2,235,12/09/1988,Idaho,MLB,Korey Toomer
2525323,73,210,1987-09-09,Rice,SS,Andrew Sendejo
2532948,74,214,1989-02-02,Notre Dame,FS,Harrison Smith
2540155,73,218,1990-06-19,Florida State,CB,Xavier Rhodes
2543459,77,255,1992-03-18,UCLA,OLB,Anthony Barr
2552312,72,232,1992-02-29,UCLA,MLB,Eric Kendricks
2552448,72,190,1992-07-25,Michigan State,CB,Trae Waynes
2555177,70,192,1993-11-12,Clemson,CB,Mackensie Alexander
2557991,70,210,1995-08-10,Florida State,RB,Dalvin Cook
2556803,71,235,1993-07-22,"Augustana, S.D.",FB,C.J. Ham
2495170,6-0,195,07/10/1989,New Mexico State,CB,Davon House
2558033,74,244,1994-10-16,Michigan,OLB,Ben Gedeon
2555156,76,215,1994-02-11,Clemson,SS,Jayron Kearse
2557896,6-0,195,05/13/1994,Miami (Fla.),WR,Stacy Coley
2560746,70,191,1997-02-11,Central Florida,CB,Mike Hughes
2560243,74,215,1993-03-25,"Concordia, Minn",WR,Brandon Zylstra
2556489,72,230,1994-03-09,Louisville,OLB,James Burgess
2533047,6-3,257,01/27/1991,Georgia,TE,Orson Charles
2552484,72,196,1993-06-01,Florida State,CB,P.J. Williams
2532887,73,209,1990-02-06,Washington,WR,Jermaine Kearse
2540258,77,260,1989-10-05,Cincinnati,TE,Travis Kelce
2543457,73,211,1993-06-14,Clemson,WR,Sammy Watkins
2552652,75,205,1992-10-25,Georgia,WR,Chris Conley
2556214,70,185,1994-03-01,West Alabama,WR,Tyreek Hill
2557917,71,216,1995-08-06,Toledo,RB,Kareem Hunt
2558125,75,230,1995-09-17,Texas Tech,QB,Patrick Mahomes
2532946,71,187,1988-11-15,Clemson,CB,Coty Sensabaugh
2307,5-10,196,02/10/1987,Boise State,CB,Orlando Scandrick
2495493,75,270,1989-01-21,Georgia,DE,Justin Houston
2530794,6-0,206,08/17/1987,Newberry,FS,Ron Parker
2543592,72,235,1992-06-10,Iowa,MLB,Anthony Hitchens
2552265,71,194,1993-01-22,Oregon State,CB,Steven Nelson
2555169,74,252,1993-09-23,Alabama,ILB,Reggie Ragland
2555173,71,199,1994-01-07,Minnesota,FS,Eric Murray
2555349,71,198,1995-02-13,Virginia Tech,CB,Kendall Fuller
2560881,75,285,1995-12-18,Mississippi,LB,Breeland Speaks
2560921,71,205,1996-03-19,Texas A&M,DB,Armani Watts
2540215,76,267,1990-06-13,Rice,TE,Vance McDonald
2556775,6-2,235,05/03/1993,Florida State,ILB,Terrance Smith
2495340,70,242,1988-12-11,Connecticut,FB,Anthony Sherman
2541187,79,230,1991-07-29,Wisconsin-Milwaukee,TE,Demetrius Harris
2561103,71,190,1996-07-20,Central Arkansas,WR,Tremon Smith
2558185,79,289,1994-06-14,Villanova,DE,Tanoh Kpassagnon
80427,6-2,210,02/26/1987,Maryland,WR,Darrius Heyward-Bey
2540204,70,229,1991-11-23,LSU,RB,Spencer Ware
2550512,71,224,1992-04-03,Oklahoma,RB,Damien Williams
2555478,73,203,1994-09-21,Florida,WR,Demarcus Robinson
2543638,68,176,1993-01-05,Oregon,WR,De'Anthony Thomas
2495470,5-11,220,01/27/1989,LSU,RB,Stevan Ridley
2560827,73,220,1994-09-04,Clemson,LB,Dorian O'Daniel
2530660,6-2,216,05/30/1989,Central Florida,WR,Kamar Aiken
2532800,74,241,1989-09-04,Florida State,OLB,Nigel Bradham
2556444,75,223,1993-08-05,Washington,TE,Josh Perkins
2556934,71,185,1993-07-18,Florida State,CB,Javien Elliott
2560930,70,198,1997-03-18,Pittsburgh,DB,Jordan Whitehead
2550605,5-11,196,03/24/1991,North Dakota State,CB,Marcus Williams
2561291,69,185,1995-12-02,Duke,RB,Shaun Wilson
2555346,72,184,1994-04-16,Notre Dame,WR,Will Fuller
2560784,74,250,1996-06-05,Boston College,OLB,Harold Landry
2560714,76,255,1995-04-24,Wake Forest,LB,Duke Ejiofor
2558942,74,246,1995-02-19,Harvard,TE,Anthony Firkser
2556673,76,263,1993-07-31,Stanford,OLB,Brennan Scarlett
1037347,76,231,1986-11-14,Alabama-Birmingham,QB,Joe Webb
2495251,5-11,184,04/08/1987,USC,CB,Shareece Wright
2535693,72,219,1990-07-23,Stanford,CB,Johnson Bademosi
2552730,6-4,240,10/31/1988,Northwestern (Ia),ILB,Brian Peters
2560759,71,200,1995-12-15,Wisconsin,DB,Natrell Jamerson
2560774,75,254,1995-06-26,Stanford,LB,Peter Kalambayi
2561344,73,218,1996-03-27,Florida Atlantic,RB,Buddy Howell
2561538,71,202,1995-12-15,Mississippi,DB,A.J. Moore
4263,74,214,1986-02-17,Toledo,P,Brett Kern
2535701,76,260,1990-01-25,Missouri,LS,Beau Brinkley
2541756,74,225,1989-10-23,Troy,FS,Brynden Trawick
2561033,73,209,1995-04-27,Arizona,DB,Dane Cruikshank
2543811,73,192,1990-09-08,Lindenwood,CB,Pierre Desir
2558123,72,210,1996-03-07,South Florida,RB,Marlon Mack
2550206,6-4,255,01/24/1991,Stanford,TE,Ryan Hewitt
2556855,73,207,1994-08-05,Texas,WR,Marcus Johnson
2557866,74,204,1993-12-20,Michigan,WR,Jehu Chesson
2532933,6-3,215,06/05/1989,Appalachian State,WR,Brian Quick
1037374,5-11,178,12/08/1987,Miami (Fla.),CB,Sam Shields
2539293,6-2,236,01/17/1991,Penn State,ILB,Gerald Hodges
2543855,6-0,195,09/03/1991,San Jose State,CB,Bene' Benwikere
2552656,70,160,1992-04-24,Alabama-Birmingham,WR,J.J. Nelson
2552307,73,237,1992-05-04,Baylor,ILB,Bryce Hager
2553536,71,184,1991-08-29,Oregon,CB,Troy Hill
2556374,70,191,1993-08-08,Auburn,SS,Blake Countess
2553545,73,210,1992-05-16,Georgia Tech,DB,Isaiah Johnson
2346,6-0,211,08/08/1986,Mount Union,WR,Pierre Garcon
2534820,77,252,1988-05-29,Michigan State,TE,Garrett Celek
2543801,74,225,1991-11-02,Eastern Illinois,QB,Jimmy Garoppolo
2558266,76,250,1993-10-09,Iowa,TE,George Kittle
2558918,70,190,1995-02-28,Georgia Southern,RB,Matt Breida
2560836,73,195,1995-10-23,Washington,WR,Dante Pettis
2558202,68,181,1994-04-30,Louisiana Tech,WR,Trent Taylor
2558914,73,203,1995-08-04,Eastern Washington,WR,Kendrick Bourne
2495507,75,195,1988-03-30,Stanford,CB,Richard Sherman
2550654,69,183,1991-07-12,Pittsburgh,CB,K'Waun Williams
2552391,73,215,1992-02-12,Samford,FS,Jaquiski Tartt
2558121,74,229,1996-02-08,Kansas State,LB,Elijah Lee
2558157,75,195,1995-03-21,Colorado,CB,Ahkello Witherspoon
2558857,74,205,1993-10-06,Miami,FS,Adrian Colbert
2560917,75,230,1996-11-19,Brigham Young,LB,Fred Warner
2533457,5-10,222,12/12/1988,Florida Atlantic,RB,Alfred Morris
2560761,69,185,1995-09-05,Middle Tennessee,WR,Richie James
2540230,73,240,1991-04-23,Harvard,FB,Kyle Juszczyk
2552684,75,239,1990-01-19,Wyoming,MLB,Mark Nzeocha
2560913,73,210,1995-02-01,Louisiana-Lafayette,DB,Tracy Walker
2543741,71,193,1991-07-18,Northern Illinois,FS,Jimmie Ward
2556641,76,263,1995-06-17,Notre Dame,DE,Romeo Okwara
2556708,78,257,1993-11-30,Incarnate Word,TE,Cole Wick
2543680,6-0,219,02/27/1991,Virginia Tech,FS,Antone Exum
494307,71,214,1988-08-04,South Carolina,FS,Darian Stewart
2495202,75,250,1989-03-26,Texas A&M,OLB,Von Miller
2530510,70,199,1989-06-18,Kansas,CB,Chris Harris
2532898,6-1,245,09/10/1989,Nevada,ILB,Brandon Marshall
2543505,71,194,1992-05-01,Ohio State,CB,Bradley Roby
2550930,73,230,1992-05-17,Sacramento State,ILB,Todd Davis
2555550,74,202,1993-11-19,Boston College,SS,Justin Simmons
497322,71,180,1987-03-17,Southern Methodist,WR,Emmanuel Sanders
497328,75,225,1987-12-25,Georgia Tech,WR,Demaryius Thomas
2532888,73,215,1988-02-17,Houston,QB,Case Keenum
2552399,77,255,1992-11-24,Ohio State,TE,Jeff Heuerman
2560733,72,238,1996-02-24,Oregon,RB,Royce Freeman
2560888,76,216,1995-10-10,Southern Methodist,WR,Courtland Sutton
2555568,74,220,1990-04-02,"California, Pa.",SS,Erik Harris
2555223,71,219,1992-05-27,Utah,RB,Devontae Booker
2557859,78,250,1995-07-11,Michigan,TE,Jake Butt
2559947,68,190,1994-07-24,Colorado,RB,Phillip Lindsay
2543572,6-4,210,12/20/1991,Clemson,WR,Martavis Bryant
2506345,5-10,185,09/30/1983,West Virginia,CB,Adam Jones
2555432,73,238,1993-05-23,Nebraska,RB,Andy Janovich
2550541,74,250,1992-11-17,Colorado State,OLB,Shaquil Barrett
2560763,73,236,1994-12-25,Iowa,LB,Josey Jewell
2507917,72,188,1988-08-20,Belhaven,CB,Tramaine Brock
2558985,76,212,1993-11-23,Utah,WR,Tim Patrick
2561002,73,206,1995-03-10,Penn State,WR,DaeSean Hamilton
2495347,78,265,1987-11-21,Marshall,TE,Lee Smith
497302,6-3,210,11/04/1986,LSU,WR,Brandon LaFell
2556278,73,194,1994-07-29,Arizona,FS,Will Parks
2532871,75,250,1987-11-01,West Virginia,LB,Bruce Irvin
2552271,6-4,265,06/04/1992,Oklahoma,DE,Geneo Grissom
2558956,76,245,1993-11-18,Wyoming,TE,Jacob Hollister
2550659,5-10,188,01/26/1991,Oklahoma State,CB,Tyler Patmon
2555421,74,246,1995-03-31,Maryland,DE,Yannick Ngakoue
2556454,6-0,220,07/22/1993,South Carolina,RB,Brandon Wilds
2560809,71,215,1995-02-17,Georgia,RB,Sony Michel
2556375,6-6,280,01/07/1994,Baylor,TE,Rico Gathers
2556512,69,159,1994-01-28,Boise State,CB,Donte' Deayon
2557920,70,195,1995-08-31,Michigan,CB,Jourdan Lewis
2541944,72,195,1990-09-17,LSU,WR,Russell Shepard
2552605,71,210,1992-05-13,Northwestern,FS,Ibraheim Campbell
2495893,6-5,232,03/23/1984,Central Florida,WR,Brandon Marshall
2532975,71,215,1988-11-29,Wisconsin,QB,Russell Wilson
2541966,75,204,1990-01-08,Clemson,WR,Jaron Brown
2552430,70,182,1992-09-28,Kansas State,WR,Tyler Lockett
2555289,78,261,1993-03-06,Ohio State,TE,Nick Vannett
2558865,71,222,1994-09-16,Oklahoma State,RB,Chris Carson
2508080,70,202,1989-05-07,Texas,FS,Earl Thomas
2539243,73,215,1990-11-15,Kansas,SS,Bradley McDougald
2553456,73,215,1992-08-29,San Jose State,CB,Akeem King
2553637,71,190,1993-03-27,Tennessee,CB,Justin Coleman
2557881,72,204,1995-01-20,Colorado,FS,Tedric Thompson
2558259,72,198,1995-07-20,Central Florida,CB,Shaquill Griffin
2558925,72,240,1994-01-10,Villanova,LB,Austin Calitro
2560835,71,220,1996-02-02,San Diego State,RB,Rashaad Penny
2561046,76,267,1996-07-08,Washington,TE,Will Dissly
2532890,71,240,1990-09-28,California,OLB,Mychal Kendricks
2540140,77,235,1990-10-04,Louisiana State,OLB,Barkevious Mingo
2552629,75,260,1993-06-14,Michigan,DE,Frank Clark
2556603,6-0,235,08/16/1993,USC,FB,Tre Madden
2558856,72,215,1995-01-15,East Central,WR,David Moore
2555417,73,225,1994-05-20,Notre Dame,RB,C.J. Prosise
2553439,69,221,1993-02-19,South Carolina,RB,Mike Davis
2535964,72,208,1989-05-18,Louisville,WR,Josh Bellamy
2555356,5-10,191,12/13/1993,Navy,WR,Keenan Reynolds
2560800,73,215,1995-04-14,Oklahoma,QB,Baker Mayfield
2560830,72,210,1996-09-30,Colorado,CB,Isaiah Oliver
2553568,6-3,207,09/21/1992,Illinois State,WR,Cameron Meredith
2558954,74,221,1990-08-23,Brigham Young,QB,Taysom Hill
2561061,72,184,1996-01-22,Louisiana State,WR,Russell Gage
2560946,73,190,1996-02-20,Boston College,DB,Isaac Yiadom
496814,74,235,1986-06-04,Marshall,OLB,Albert McClellan
2539937,5-9,205,02/23/1991,Syracuse,SS,Shamarko Thomas
2560915,5-10,200,03/29/1997,Miami (Fla.),HB,Mark Walton
2561093,72,225,1995-01-14,Maryland,LB,Jermaine Carter
2555331,75,205,1994-04-17,Mississippi,WR,Cody Core
2556762,73,234,1993-08-17,Idaho,RB,Elijhaa Penny
2561017,70,205,1996-04-27,Temple,DB,Sean Chandler
2543456,77,255,1993-02-14,South Carolina,DE,Jadeveon Clowney
2495488,77,288,1989-03-22,Wisconsin,DE,J.J. Watt
2560718,74,234,1995-11-08,Alabama,LB,Rashaan Evans
2561340,71,185,1996-03-05,Vanderbilt,CB,Tre Herndon
2552401,74,243,1992-03-24,Southern Illinois,TE,MyCole Pruitt
2556798,73,180,1992-05-16,Youngstown State,CB,Kenneth Durden
2539964,69,185,1990-11-19,Texas,WR,Marquise Goodwin
2499278,72,225,1989-07-05,Southern California,OLB,Malcolm Smith
2557837,73,228,1994-04-04,Alabama,OLB,Reuben Foster
2560850,69,193,1996-11-11,Kansas State,DB,D.J. Reed
2559076,76,210,1995-08-14,Hawaii,WR,Marcus Kemp
2543494,74,252,1991-03-19,Auburn,DE,Dee Ford
2561117,74,200,1996-08-16,Southern Mississippi,DB,Tarvarius Moore
2553728,70,197,1992-04-09,Purdue,RB,Raheem Mostert
2552409,75,216,1993-01-20,Louisville,WR,DeVante Parker
2495159,70,215,1987-09-16,East Carolina,WR,Dwayne Harris
2559054,72,225,1995-07-10,Greenville,ILB,Nicholas Morrow
