game_id,play_id,pass_result,target_nfl_id,route,pen_idx,pen,pen_team,pen_jersey_number,pen_nfl_id,pen_display_name,pen_position,target_display_name,target_jersey_number,target_team,target_position
2018120910,2528,I,2560836,NA,1,DPI,DEN,41,2560946,Isaac Yiadom,DB,Dante Pettis,18,SF,WR
2018120910,4369,I,2561002,NA,1,DPI,SF,32,2560850,D.J. Reed,DB,DaeSean Hamilton,17,DEN,WR
2018120909,3625,I,2558010,NA,1,DPI,LAC,26,2532861,Casey Hayward,CB,John Ross,15,CIN,WR
2018120911,3612,I,2558052,NA,1,DPI,ARI,36,2558009,Budda Baker,FS,Kenny Golladay,19,DET,WR
2018120911,3967,I,2561272,NA,1,OH,ARI,78,NA,NA,NA,Trent Sherfield,16,ARI,WR
2018120911,3967,I,2561272,NA,2,DPI,DET,38,2561527,Mike Ford,CB,Trent Sherfield,16,ARI,WR
2018121000,2688,I,2552430,NA,1,DPI,MIN,29,2540155,Xavier Rhodes,CB,Tyler Lockett,16,SEA,WR
2018121300,4267,I,2558846,NA,1,DPI,KC,23,2555349,Kendall Fuller,CB,Mike Williams,81,LAC,WR
2018121501,768,I,2560888,NA,1,DPI,CLE,39,2543637,Terrance Mitchell,CB,Courtland Sutton,14,DEN,WR
2018121602,1158,I,2560729,NA,1,DH,DET,23,2540288,Darius Slay,CB,Robert Foster,16,BUF,WR
2018121602,1158,I,2560729,NA,2,DPI,DET,38,2561527,Mike Ford,CB,Robert Foster,16,BUF,WR
2018121602,3378,I,2557863,NA,1,DPI,DET,23,2540288,Darius Slay,CB,Zay Jones,11,BUF,WR
2018121603,3351,I,2543509,NA,1,DPI,GB,23,2560952,Jaire Alexander,CB,Allen Robinson,12,CHI,WR
2018121604,2599,I,2555331,NA,1,DPI,OAK,21,2558062,Gareon Conley,CB,Cody Core,16,CIN,WR
2018121601,469,I,2543847,NA,1,DPI,TB,24,2506861,Brent Grimes,CB,John Brown,13,BAL,WR
2018121605,3317,I,2543759,NA,1,DPI,DAL,31,2552568,Byron Jones,CB,Ryan Grant,11,IND,WR
2018121609,3307,I,2558266,NA,1,DPI,SEA,42,NA,NA,NA,George Kittle,85,SF,TE
2018121609,4721,I,2560836,NA,1,DPI,SEA,26,2558259,Shaquill Griffin,CB,Dante Pettis,18,SF,WR
2018121610,1089,I,2553737,NA,1,DPI,NE,31,2556571,Jonathan Jones,CB,Eli Rogers,17,PIT,WR
2018121610,2597,I,2530515,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Chris Hogan,15,NE,WR
2018121700,2994,I,2556370,NA,1,DPI,CAR,26,NA,NA,NA,Michael Thomas,13,NO,WR
2018122300,3834,I,2530700,NA,1,DPI,NYG,58,2561318,Tae Davis,ILB,Dontrelle Inman,15,IND,WR
2018122300,4012,I,2530700,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Dontrelle Inman,15,IND,WR
2018122309,3916,I,2560907,NA,1,DPI,NYJ,41,2495343,Buster Skrine,CB,Marquez Valdes-Scantling,83,GB,WR
2018122309,5056,I,2560907,NA,1,DPI,NYJ,22,2532877,Trumaine Johnson,CB,Marquez Valdes-Scantling,83,GB,WR
2018122308,2308,I,2534436,NA,1,DPI,NE,31,2556571,Jonathan Jones,CB,Deonte Thompson,10,BUF,WR
2018122308,2989,I,497240,NA,1,DPI,BUF,23,2539240,Micah Hyde,SS,Rob Gronkowski,87,NE,TE
2018122307,1506,I,2558052,NA,1,DPI,MIN,20,2555177,Mackensie Alexander,CB,Kenny Golladay,19,DET,WR
2018122305,1412,I,2556519,NA,1,DPI,CLE,21,2560916,Denzel Ward,CB,Alex Erickson,12,CIN,WR
2018122311,1249,I,497238,NA,1,DPI,LA,58,2556593,Cory Littleton,ILB,Jermaine Gresham,84,ARI,TE
2018122313,733,I,2558019,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Alvin Kamara,41,NO,RB
2018122313,891,I,2558149,NA,1,DPI,NO,25,2555277,Eli Apple,CB,JuJu Smith-Schuster,19,PIT,WR
2018122313,1273,I,2506122,NA,1,DPI,PIT,42,496727,Morgan Burnett,SS,Benjamin Watson,82,NO,TE
2018122313,1999,I,2558149,NA,1,DPI,NO,25,2555277,Eli Apple,CB,JuJu Smith-Schuster,19,PIT,WR
2018122313,4175,I,2556370,NA,1,DPI,PIT,23,496733,Joe Haden,CB,Michael Thomas,13,NO,WR
2018122314,800,I,2552430,NA,1,DPI,KC,20,2552265,Steven Nelson,CB,Tyler Lockett,16,SEA,WR
2018122314,1586,I,2530747,NA,1,DPI,KC,35,NA,NA,NA,Doug Baldwin,89,SEA,WR
2018122314,1946,I,2552430,NA,1,DPI,KC,35,NA,NA,NA,Tyler Lockett,16,SEA,WR
2018122400,1187,C,71265,NA,1,DPI,DEN,51,2550930,Todd Davis,ILB,Jared Cook,87,OAK,TE
2018123001,236,I,2560729,NA,1,OH,BUF,25,NA,NA,NA,Robert Foster,16,BUF,WR
2018123001,236,I,2560729,NA,2,DPI,MIA,28,2552434,Bobby McCain,CB,Robert Foster,16,BUF,WR
2018123005,2564,I,2495331,NA,1,DPI,CHI,20,2495108,Prince Amukamara,CB,Aldrick Robinson,17,MIN,WR
2018123007,804,I,2558066,NA,1,DPI,NO,25,2555277,Eli Apple,CB,Curtis Samuel,10,CAR,WR
2018123007,1997,I,2532978,NA,1,DPI,NO,20,2556735,Ken Crawley,CB,Jarius Wright,13,CAR,WR
2018123008,1712,I,2560735,NA,1,DPI,NYG,23,2539338,B.W. Webb,CB,Michael Gallup,13,DAL,WR
2018123011,2371,I,2532865,NA,1,DPI,TEN,21,2550613,Malcolm Butler,CB,T.Y. Hilton,13,IND,WR
2018122201,1719,I,2540154,NA,1,DPI,BAL,23,2540164,Tony Jefferson,SS,Keenan Allen,13,LAC,WR
2018122201,2649,I,71269,NA,1,DPI,LAC,43,2559164,Michael Davis,CB,Michael Crabtree,15,BAL,WR
